Gram panchayat,Village,Sample source,Sample tested date,Temperature, Colour, Odour, Taste, Turbidity, pH,TDS, Total Alkalinity, Chloride, Fluoride, Nitrate, Sulphate, Total Hardness, Iron,Conductivity,Portability
Mundhe,Mundhe,", location : Location : JAMALE MALA [ Source type : Deep Tubewell ] [ schemeId : 4441169, scheme name : MUNDHE, Type : Handpump ]",45079,34,2,0,0,0.8,7.2,391,128,44,0.25,34.86,5.51,200,0.09,519,1
Mundhe,Mundhe,", location : Location : ANGANWADI [ Source type : Deep Tubewell ] [ schemeId : 6313634, scheme name : ANGANWADI, Type : Handpump ]",45079,34,2,0,0,0.8,7.2,644,152,84,0.06,55.68,6.22,316,0.05,855,1
Nadashi,Nadashi,Individual house tap water Adhikrao Bhargav Thorat,45089,33,2,0,0,0.2,7.3,580,194,74,0.1,13.82,3,178,0.04,910,1
Nadashi,Nadashi,Individual house tap water Maruti Sadashiv Gaikawad,45089,33,2,0,0,0.2,7.2,466,80,36,0.2,9.43,1,296,0.06,616,1
Nadashi,Nadashi,"Source Type : Open Well, location : NADASHI 138",45089,33,3,0,0,0.2,7.3,580,194,74,0.1,13.82,3,178,0.04,910,1
Nadashi,Nadashi,Anganwadi name : ANGANWADI 138,45089,33,2,0,0,0.2,7.2,466,80,36,0.2,9.43,1,296,0.06,616,1
Nadashi,Nadashi,Anganwadi name : Nadashi 139,45089,33,3,0,0,0.2,7.2,466,80,36,0.2,9.43,1,296,0.06,616,1
Nadashi,Nadashi,Anganwadi name : anganwadi 7,45089,33,3,0,0,0.2,7.3,580,194,74,0.1,13.82,3,178,0.04,910,1
Nadashi,Nadashi,Anganwadi name : ANGANWADI NEW,45089,33,3,0,0,0.2,7.3,580,194,74,0.1,13.82,3,178,0.04,910,1
Nadashi,Nadashi,School name : z.p.school,45089,25,2,0,0,0.2,7.2,466,80,36,0.2,9.43,1,296,0.06,616,1
Nandgaon,Nandgaon,School name : NEW ENGLISH SCHOOL NANDGAON,45127,28,2,0,0,0.5,7.5,1118,218,166,0.4,40.83,6.1,542,0.09,1744,1
Nandgaon,Nandgaon,"PrivateTube well / Bore well / Well, location : Anita Sanjay Patil",45099,32,2,0,0,0.5,7.5,1124,206,162,0.18,40.65,5.7,502,0.11,1758,1
Nandgaon,Nandgaon,"Source Type : Open Well, location : NEAR GAOTHAN",45089,33,2,0,0,0.5,7.5,1110,216,168,0.3,40.6,4.6,488,0.1,1720,1
Nandgaon,Nandgaon,"Source Type : Deep Tubewell, location : Karad chandoli rasta ward no 3",45089,33,2,0,0,0.5,7.5,1118,206,170,0.5,41.83,6.1,526,0.1,1744,1
Nandgaon,Nandgaon,"Source Type : Open Well, location : GAOTHAN",45089,33,3,0,0,0.5,7.4,1129,210,162,0.4,41.32,5.7,502,0.11,1760,1
Nandgaon,Nandgaon,"Source Type : Open Well, location : NEAR GAOTHAN",45089,33,2,0,0,0.5,7.4,1118,206,170,0.5,41.28,6.1,526,0.1,1744,1
Nandgaon,Nandgaon,School name : z.p.school,45089,33,3,0,0,0.5,7.5,1110,216,168,0.3,40.6,4.6,488,0.1,1720,1
Nandgaon,Nandgaon,School name : Z.P.PS.MOREWADI,45089,33,3,0,0,0.5,7.5,1124,206,162,0.18,40.65,5.7,502,0.11,1758,1
Nandgaon,Nandgaon,Anganwadi name : anganwadi 179,45089,33,2,0,0,0.5,7.5,1118,218,166,0.4,40.83,6.1,542,0.09,1744,1
Nandlapur,Nandalapur,"PrivateTube well / Bore well / Well, location : Sujata Shirke",45189,26,0,0,0,0.5,7.3,160,34,33,0.001,0.12,0.9,211,0.06,211,1
Nanegaon Bk,Nanegaon Bk,", location : Location : Sampat Bolake house [ Source type : Deep Tubewell ] [ schemeId : 6313664, scheme name : Sampat Bolake house, Type : Handpump ]",45112,30,2,0,0,0.6,7.2,318,86,26,0.36,20.6,3.1,150,0.04,418,1
Nanegaon Bk,Nanegaon Bk,", location : Location : near Samaj Mandir [ Source type : Deep Tubewell ] [ schemeId : 6313663, scheme name : near Samaj Mandir, Type : Handpump ]",45112,30,2,0,0,0.6,7.2,318,86,26,0.36,20.6,3.1,150,0.04,418,1
Narayanwadi,Narayanwadi,"Source Type : Open Well, location : near gaothan",45127,25,2,0,0,0.4,7.1,172,44,16,0.03,2.69,0.13,56,0.05,226,1
Navin Kavathe,Navin Kavathe,Anganwadi name : ANGANWADI 142,45118,30,3,0,0,0.4,7.2,520,110,62,0.1,41.6,2.3,286,0.09,814,1
Navin Kavathe,Navin Kavathe,Anganwadi name : ANGANWADI 143,45118,30,2,0,0,0.4,7.2,272,82,26,0.3,8.9,1.2,162,0.1,530,1
Navin Kavathe,Navin Kavathe,Individual house tap water SATISH KALASKAR HOUSE,45118,30,2,0,0,0.4,7.2,520,110,62,0.1,41.6,2.3,286,0.09,814,1
Navin Kavathe,Navin Kavathe,Individual house tap water RAGHUANTH WAYDANDE HOUSE,45118,30,2,0,0,0.4,7.2,272,82,26,0.3,8.9,1.2,162,0.1,530,1
Navin Kavathe,Navin Kavathe,School name : z.p.school,45118,30,2,0,0,0.4,7.2,520,110,62,0.1,41.6,2.3,286,0.09,814,1
Navin Kavathe,Navin Kavathe,"Source Type : Open Well, location : GAOTHAN",45097,,,,,,7,,,0,,,,,,,0
Navin Kavathe,Navin Kavathe,"Others, location : khandoba vasti",45098,,,,,,7.3,,,48,,,,,,,1
Nigadi,Nigadi,Individual house tap water Nitin Abaso Koli,45089,33,2,0,0,0.5,7.2,400,94,40,0.06,28.17,2.23,270,0.06,528,1
Nigadi,Nigadi,Individual house tap water Maruti Gangaram Mane,45091,33,3,0,0,0.5,7.2,400,94,40,0.06,28.17,2.23,270,0.06,528,1
Nigadi,Nigadi,"Source Type : Open Well, location : MAHARKHI",45089,33,2,0,0,0.5,7.3,420,82,40,0.08,3.1,5.35,270,0.06,558,1
Nigadi,Nigadi,"Source Type : Open Well, location : SOUTH OF GAOTHAN",45089,33,3,0,0,0.5,7.2,400,94,40,0.06,28.17,2.23,270,0.06,528,1
Nigadi,Nigadi,Anganwadi name : anganwadi - 141,45089,33,2,0,0,0.5,7.2,400,94,40,0.06,28.17,2.23,270,0.06,528,1
Nigadi,Nigadi,Anganwadi name : Anganwadi 140,45089,33,3,0,0,0.5,7.3,420,82,40,0.08,3.1,5.35,270,0.06,558,1
Nigadi,Nigadi,School name : z.p.school,45089,33,2,0,0,0.5,7.2,400,94,40,0.06,28.17,2.23,270,0.06,528,1
Ond,Ond,Individual house tap water BHASKAR RAMCHANDRA TAMBE ( OND),45175,26,0,0,0,0.5,7.3,160,34,33,0.001,0.12,0.9,211,0.06,211,1
Ond,Ond,Individual house tap water USHA THORAT (OND),45175,26,0,0,0,0.5,7.3,160,26,33,0.001,0.12,0.9,211,0.02,211,1
Ond,Ond,"Source Type : Open Well, location : IN HABITATION",45097,33,3,0,0,0.2,7.41,962,138,124,0.4,45,2.2,502,0.02,1272,1
Ond,Ond,", location : Location : Chambhar vasti [ Source type : Deep Tubewell ] [ schemeId : 6313685, scheme name : Chambhar vasti, Type : Handpump ]",45097,33,2,0,0,0.2,7.42,1250,162,256,0.5,50.12,1.5,584,0.03,1254,1
Ond,Ond,"Others, location : MARUTI MANDIR",45097,33,2,0,0,0.2,7.51,972,150,106,0.3,56.6,2.1,486,0.04,1285,1
Ond,Ond,"Others, location : Z. P. SCHOOL JADHAV MALA",45097,33,3,0,0,0.2,7.61,890,126,110,0.3,22.12,2.8,518,0.04,1189,1
Ond,Ond,"Others, location : NEAR HEALTH CENTRE",45097,33,3,0,0,0.2,7.41,1032,150,162,0.4,54.6,1.6,542,0.04,1366,1
Ond,Ond,"Others, location : BAJARPETH HAND PUMP",45097,33,3,0,0,0.2,7.61,899,126,110,0.3,22.1,2.6,516,0.06,1189,1
Ond,Ond,Anganwadi name : anganwadi 182,45097,33,3,0,0,0.2,7.49,902,138,96,0.2,58.6,1.45,602,0.06,1194,1
Ondoshi,Ondoshi,Individual house tap water MINAKSHI MORE ( ONDOSHI),45175,26,0,0,0,0.5,7.3,160,34,33,0.001,0.12,0.9,211,0.02,211,1
Ondoshi,Ondoshi,Individual house tap water MORE DIPAK GANPATRAO,45175,26,0,0,0,0.4,7.3,160,34,33,0.001,0.12,0.9,211,0.02,211,1
Ondoshi,Ondoshi,"Source Type : Open Well, location : ONDOSHI 187",45097,33,2,0,0,0.2,7.3,534,106,58,0.12,42,1,314,0.04,712,1
Ondoshi,Ondoshi,"Others, location : GAVTHAN ONDOSHI",45097,33,2,0,0,0.2,7.3,454,98,42,0.22,45,1.4,286,0.06,6.4,1
Ondoshi,Ondoshi,"Others, location : BIROBA MANDIR ONDOSHI",45097,33,2,0,0,0.2,7.3,346,70,38,0.26,20.6,1.3,174,0.06,453,1
Ondoshi,Ondoshi,"Source Type : Open Well, location : ONDOSHI 187",45097,33,2,0,0,0.2,7.41,962,138,124,0.4,45,2.2,502,0.02,1272,1
Ondoshi,Ondoshi,School name : z.p.school,45097,33,2,0,0,0.2,7.3,454,98,42,0.22,45,1.4,286,0.06,6.4,1
Pachund,PACHUND,Individual house tap water arun raghunath jadhav,45141,26,0,0,0,0.2,7.1,130,22,14,0.06,0.36,0.9,46,0.06,210,1
Pachund,PACHUND,"Source Type : Open Well, location : NEAR GAOTHAN",45079,34,0,0,0,0.06,7,43,56,12,0.1,9.68,1,56,0.02,68,1
Pachupatewadi (n.v.),Pachupatewadi (n.v.),Individual house tap water DINKAR KOLEKAR,45175,33,0,0,0,0.5,7.3,160,34,33,0.11,0.12,0.9,296,0.02,210,1
Pachupatewadi (n.v.),Pachupatewadi (n.v.),Individual house tap water SHAILA MORE,45175,33,0,0,0,0.5,7.3,160,34,33,0.001,0.12,0.9,211,0.02,211,1
Pachupatewadi (n.v.),Pachupatewadi (n.v.),"Source Type : Deep Tubewell, location : NEAR NAULA",45097,33,2,0,0,0.19,7.18,338,72,52,0.14,18.8,4.21,172,0.09,447,1
Pachupatewadi (n.v.),Pachupatewadi (n.v.),"Others, location : GAVTHAN",45097,33,2,0,0,0.6,7,168,38,14,0.13,2.6,3.6,98,0.04,226,1
Pachupatewadi (n.v.),Pachupatewadi (n.v.),School name : z.p.school,45097,33,3,0,0,0.6,7,172,38,34,0.4,10.6,1.2,86,0.03,276,1
Pachupatewadi (n.v.),Pachupatewadi (n.v.),Anganwadi name : anganwadi 190,45097,33,3,0,0,0.6,7,172,38,34,0.4,10.6,1.2,86,0.03,276,1
Padali Kese,Padali Kese,Anganwadi name : ANGANWADI 192,45079,34,2,0,0,0.6,7.3,333,44,48,0.53,15.4,0.68,124,0.05,443,1
Padali Kese,Padali Kese,Anganwadi name : Anganwadi new mini,45079,34,2,0,0,0.6,7.4,464,140,24,0.47,17.9,1.66,260,0.07,615,1
Padali Kese,Padali Kese,Anganwadi name : Anganwadi-194,45079,34,2,0,0,0.6,7.4,464,140,24,0.47,17.9,1.66,260,0.07,615,1
Padali Kese,Padali Kese,Anganwadi name : Anganwadi-195,45079,34,2,0,0,0.6,7.3,333,44,48,0.53,15.4,0.68,124,0.05,443,1
Padali Kese,Padali Kese,School name : ZP SCHOOL,45079,34,2,0,0,0.6,7.3,333,44,48,0.53,15.4,0.68,124,0.05,443,1
Padali Kese,Padali Kese,Individual house tap water jayshing laxman karale,45079,34,2,0,0,0.6,7.4,464,140,24,0.47,17.9,1.66,260,0.07,615,1
Padali Kese,Padali Kese,Individual house tap water jahagir mahmmad mujawar,45079,34,2,0,0,0.6,7.3,333,44,48,0.53,15.4,0.68,124,0.05,443,1
Padali Kese,Padali Kese,"Source Type : Deep Tubewell, location : IN HABITATION",45196,26,0,0,0,0.5,7.3,160,34,33,0.11,0.12,0.9,198,0.06,211,1
Padali Kese,Padali Kese,"Source Type : Open Well, location : KOYANA RIVER",45196,26,0,0,0,0.5,7.3,160,34,33,0.001,0.12,0.9,211,0.06,256,1
Padli-helgaon,Padali Helgaon,Anganwadi name : anganwadi,45112,30,2,0,0,0.4,7.2,262,62,22,0.5,2.96,1.8,110,0.1,410,1
Padli-helgaon,Padali Helgaon,Anganwadi name : ANGANWADI MINI NEW,45118,30,2,0,0,0.4,7.3,478,78,42,0.4,36.8,2.46,298,0.11,748,1
Padli-helgaon,Padali Helgaon,Anganwadi name : anganwadi,45118,30,3,0,0,0.4,7.2,476,76,40,0.6,38.6,2.5,300,0.09,450,1
Padli-helgaon,Padali Helgaon,School name : Z P SCHOOL,45118,30,2,0,0,0.4,7.2,262,62,22,0.5,2.96,1.8,110,0.1,410,1
Padli-helgaon,Padali Helgaon,School name : SAR.BABASAHEB MANE VID. PADALI,45118,30,2,0,0,0.4,7.3,478,78,42,0.4,36.8,2.46,298,0.11,748,1
Padli-helgaon,Padali Helgaon,Individual house tap water SANTOSH JADHAV HOUSE,45118,30,2,0,0,0.4,7.2,262,62,22,0.5,2.96,1.8,110,0.1,410,1
Padli-helgaon,Padali Helgaon,Individual house tap water ARUN JADHAV HOUSE,45118,30,2,0,0,0.4,7.3,478,78,42,0.4,36.8,2.46,298,0.11,748,1
Padli-helgaon,Padali Helgaon,"Source Type : Spring, location : in habitaiton",45112,30,2,0,0,0.4,7.2,262,62,22,0.5,2.96,1.8,110,0.1,410,1
Padli-helgaon,Padali Helgaon,", location : Location : DHONDI BUVA [ Source type : Deep Tubewell ] [ schemeId : 6313708, scheme name : DHONDI BUVA , Type : Handpump ]",45112,30,2,0,0,0.4,7.2,476,76,40,0.6,38.6,2.5,300,0.09,450,1
Padli-helgaon,Padali Helgaon,", location : Location : BOUDHA WASTI [ Source type : Deep Tubewell ] [ schemeId : 6313706, scheme name : BOUDHA WASTI, Type : Handpump ]",45112,30,2,0,0,0.4,7.3,478,78,42,0.4,36.8,2.46,298,0.11,748,1
Padli-helgaon,Padali Helgaon,Anganwadi name : anganwadi,45112,30,2,0,0,0.4,7.2,262,62,22,0.5,2.96,1.8,110,0.1,410,1
Padli-helgaon,Padali Helgaon,Anganwadi name : ANGANWADI MINI NEW,45118,30,2,0,0,0.4,7.3,478,78,42,0.4,36.8,2.46,298,0.11,748,1
Padli-helgaon,Padali Helgaon,Anganwadi name : anganwadi,45118,30,3,0,0,0.4,7.2,476,76,40,0.6,38.6,2.5,300,0.09,450,1
Padli-helgaon,Padali Helgaon,School name : Z P SCHOOL,45118,30,2,0,0,0.4,7.2,262,62,22,0.5,2.96,1.8,110,0.1,410,1
Padli-helgaon,Padali Helgaon,School name : SAR.BABASAHEB MANE VID. PADALI,45118,30,2,0,0,0.4,7.3,478,78,42,0.4,36.8,2.46,298,0.11,748,1
Padli-helgaon,Padali Helgaon,Individual house tap water SANTOSH JADHAV HOUSE,45118,30,2,0,0,0.4,7.2,262,62,22,0.5,2.96,1.8,110,0.1,410,1
Padli-helgaon,Padali Helgaon,Individual house tap water ARUN JADHAV HOUSE,45118,30,2,0,0,0.4,7.3,478,78,42,0.4,36.8,2.46,298,0.11,748,1
Padli-helgaon,Padali Helgaon,"Source Type : Spring, location : in habitaiton",45112,30,2,0,0,0.4,7.2,262,62,22,0.5,2.96,1.8,110,0.1,410,1
Padli-helgaon,Padali Helgaon,", location : Location : DHONDI BUVA [ Source type : Deep Tubewell ] [ schemeId : 6313708, scheme name : DHONDI BUVA , Type : Handpump ]",45112,30,2,0,0,0.4,7.2,476,76,40,0.6,38.6,2.5,300,0.09,450,1
Padli-helgaon,Padali Helgaon,", location : Location : BOUDHA WASTI [ Source type : Deep Tubewell ] [ schemeId : 6313706, scheme name : BOUDHA WASTI, Type : Handpump ]",45112,30,2,0,0,0.4,7.3,478,78,42,0.4,36.8,2.46,298,0.11,748,1
Pal,Pal,"Source Type : River, location : Near Gaothan",45085,33,2,0,0,0.8,7.2,371,92,40,0,39.66,1,204,0.18,580,1
Pal,Pal,", location : Location : bHEGHAR VASTI [ Source type : Deep Tubewell ] [ schemeId : 6313718, scheme name : bHEGHAR VASTI, Type : Handpump ]",45085,25,2,0,0,0.6,7.3,704,220,116,0.11,60.1,2.28,508,0.04,1094,1
Pal,Pal,", location : Location : MATANG VASTI [ Source type : Deep Tubewell ] [ schemeId : 6313719, scheme name : MATANG VASTI, Type : Handpump ]",45085,25,2,0,0,0.6,7.48,596,500,76,0.071,55.43,0.78,480,0.07,932,1
Pal,Pal,", location : Location : KAIKADI ALI [ Source type : Deep Tubewell ] [ schemeId : 6313732, scheme name : KAIKADI ALI, Type : Handpump ]",45085,25,2,0,0,0.6,7.3,471,,64,0.14,34.08,1.3,232,0.12,736,1
Pal,Pal,", location : Location : SONAR ALI [ Source type : Deep Tubewell ] [ schemeId : 6313742, scheme name : SONAR ALI, Type : Handpump ]",45085,25,2,0,0,0.6,7.3,357,44,84,0.16,32.54,0.78,196,0.08,558,1
Pal,Pal,", location : Location : SUTAR ALI [ Source type : Deep Tubewell ] [ schemeId : 6313741, scheme name : SUTAR ALI, Type : Handpump ]",45085,25,2,0,0,0.6,7.3,410,100,44,0.16,34.35,0.78,220,0.08,544,1
Pal,Pal,", location : Location : KALABHOR ALI [ Source type : Deep Tubewell ] [ schemeId : 6313734, scheme name : KALABHOR ALI, Type : Handpump ]",45085,25,2,0,0,0.6,7.3,525,176,52,0.033,45,2.35,328,0.12,821,1
Pal,Pal,", location : Location : MANE VASTI2 [ Source type : Deep Tubewell ] [ schemeId : 6313728, scheme name : MANE VASTI2, Type : Handpump ]",45085,25,2,0,0,0.6,7.3,597,196,100,0.093,45,4.52,444,0.08,932,1
Pal,Pal,", location : Location : VESHIT [ Source type : Deep Tubewell ] [ schemeId : 6313739, scheme name : VESHIT, Type : Handpump ]",45085,25,2,0,0,0.8,7.3,660,204,56,0.071,29.28,0.78,476,0.04,1031,1
Pal,Pal,", location : Location : VESHIT [ Source type : Deep Tubewell ] [ schemeId : 6313739, scheme name : VESHIT, Type : Handpump ]",45085,25,2,0,0,0.8,7.3,372,36,36,0.11,45,10,280,0.18,581,1
Pal,Pal,", location : Location : KALBHOR ALI [ Source type : Deep Tubewell ] [ schemeId : 6313738, scheme name : KALBHOR ALI, Type : Handpump ]",45085,25,2,0,0,0.6,7.5,674,80,44,0.077,61.4,1.61,484,0.11,1057,1
Pal,Pal,", location : Location : PAWAR ALI [ Source type : Deep Tubewell ] [ schemeId : 6313740, scheme name : PAWAR ALI, Type : Handpump ]",45085,25,2,0,0,0.8,7.3,367,60,40,0.11,31.16,2.55,116,0.08,573,1
Pal,Pal,", location : Location : KUMBHAR GALLI [ Source type : Deep Tubewell ] [ schemeId : 6313717, scheme name : KUMBHAR GALLI, Type : Handpump ]",45085,25,2,0,0,0.6,7.5,871,144,152,0.197,61.13,0.7,436,0.13,1365,1
Pal,Pal,", location : Location : KALBHOR ALI [ Source type : Deep Tubewell ] [ schemeId : 6313738, scheme name : KALBHOR ALI, Type : Handpump ]",45085,25,2,0,0,0.8,7.2,367,80,44,0.11,29.42,1.41,172,0.05,575,1
Pal,Pal,", location : Location : MARUTI MANDIR [ Source type : Deep Tubewell ] [ schemeId : 6313722, scheme name : MARUTI MANDIR, Type : Handpump ]",45085,25,2,0,0,0.6,7.5,1080,192,204,0.088,59.83,1.91,744,0.07,1678,1
Pal,Pal,School name : Pal 148,45085,33,2,0,0,0.8,7.3,372,36,36,0.11,45,10,280,0.18,581,1
Pal,Pal,School name : Pal 149,45085,33,2,0,0,0.6,7.3,704,220,116,0.109,45,2.28,508,0.04,1094,1
Pal,Pal,Anganwadi name : anganwadi - 148,45085,33,2,0,0,0.8,7.3,372,36,36,0.11,45,10,280,0.18,581,1
Pal,Pal,Anganwadi name : anganwadi - 149,45085,33,2,0,0,0.6,7.3,525,176,52,0.033,45,2.35,328,0.12,821,1
Pal,Pal,Anganwadi name : anganwadi - 150,45085,33,2,0,0,0.6,7.3,704,220,116,0.109,45,2.28,508,0.04,1094,1
Pal,Pal,Anganwadi name : anganwadi 147,45085,33,2,0,0,0.6,7.3,704,220,116,0.109,45,2.28,508,0.04,1094,1
Pal,Pal,School name : Pal 150,45085,33,2,0,0,0.6,7.5,786,192,156,0.191,45,0.9,604,0.09,1230,1
Pal,Pal,", location : Location : BABADTABAR [ Source type : Deep Tubewell ] [ schemeId : 6313729, scheme name : BABADTABAR, Type : Handpump ]",45085,25,2,0,0,0.8,7.6,1010,276,136,0.104,61.75,2.55,736,0.08,1580,1
Pal,Pal,", location : Location : near canol Sarjerao Khandait house [ Source type : Deep Tubewell ] [ schemeId : 6313724, scheme name : near canol Sarjerao Khandait house, Type : Handpump ]",45085,25,2,0,0,0.8,7.4,810,216,176,0.115,45,1.56,376,0.05,1271,1
Pal,Pal,", location : Location : MANE VASTI2 [ Source type : Deep Tubewell ] [ schemeId : 6313728, scheme name : MANE VASTI2, Type : Handpump ]",45085,25,2,0,0,0.8,7.5,665,172,136,0.093,8.18,2.3,372,0.08,1040,1
Pal,Pal,", location : Location : KHADAITH ALI [ Source type : Deep Tubewell ] [ schemeId : 6313727, scheme name : KHADAITH ALI, Type : Handpump ]",45085,25,2,0,0,0.8,7.4,575,164,84,0.082,45,1.66,412,0.08,898,1
Pal,Pal,", location : Location : KHADAITH ALI [ Source type : Deep Tubewell ] [ schemeId : 6313727, scheme name : KHADAITH ALI, Type : Handpump ]",45085,25,2,0,0,0.8,7.2,354,80,60,0.071,14.8,4.8,152,0.14,553,1
Pal,Pal,", location : Location : SHEKEKAR HOUSE [ Source type : Deep Tubewell ] [ schemeId : 6313720, scheme name : SHEKEKAR HOUSE, Type : Handpump ]",45085,25,2,0,0,0.8,7.4,623,156,168,0.071,45,0.71,290,0.07,973,1
Pal,Pal,", location : Location : TAMBE HOUSE [ Source type : Deep Tubewell ] [ schemeId : 6313726, scheme name : TAMBE HOUSE, Type : Handpump ]",45085,25,2,0,0,0.8,7.61,906,112,116,0.1,45,4.25,516,0.14,1416,1
Pal,Pal,", location : Location : DUTTA MANDIR [ Source type : Deep Tubewell ] [ schemeId : 6313725, scheme name : DUTTA MANDIR, Type : Handpump ]",45085,33,2,0,0,0.8,7.2,572,116,44,0.33,45,1,272,0.18,894,1
Pal,Pal,", location : Location : SAWATAIMAI MANDIR [ Source type : Deep Tubewell ] [ schemeId : 6313733, scheme name : SAWATAIMAI MANDIR, Type : Handpump ]",45085,25,2,0,0,0.8,7.2,580,160,56,0.07,45,1.74,416,0.07,897,1
Pal,Pal,", location : Location : bHEGHAR VASTI [ Source type : Deep Tubewell ] [ schemeId : 6313718, scheme name : bHEGHAR VASTI, Type : Handpump ]",45085,25,2,0,0,0.8,,413,92,32,0.11,11.93,0.64,176,0.14,152,1
Pal,Pal,", location : Location : BHEGHAR VASTI [ Source type : Deep Tubewell ] [ schemeId : 6313721, scheme name : BHEGHAR VASTI, Type : Handpump ]",45085,33,2,0,0,0.8,7.2,373,76,40,0.11,45,1,252,0.18,585,1
Pal,Pal,", location : Location : BOUDH VASTI [ Source type : Deep Tubewell ] [ schemeId : 6313730, scheme name : BOUDH VASTI, Type : Handpump ]",45085,25,2,0,0,0.8,7.2,497,80,76,0.33,,1.03,196,0.14,777,1
Pal,Pal,School name : PEMBAR Mini,45092,34,2,0,0,0.6,7.29,560,100,100,0.19,0.29,0.75,340,0.06,874,1
Parle,Parle,", location : Location : GHAOTHAN [ Source type : Open Well ] [ schemeId : 6313750, scheme name : GHAOTHAN, Type : Handpump ]",45070,34,0,0,0,0.6,7.3,853,40,80,0.18,45,1.2,560,0.01,1335,1
Parle,Parle,"Source Type : River, location : NEAR KOPRDE HAVELI",45152,,,,,,,,34,,,,,,,,0
Pashchimsupane,Pashchimsupane,Anganwadi name : anganwadi 188,45079,34,2,0,0,0.6,7.1,98,36,20,0.11,12,3,36,0.08,154,1
Pashchimsupane,Pashchimsupane,Anganwadi name : anganwadi 189,45079,34,2,0,0,0.6,7.1,344,84,44,0.33,23.53,2.83,124,0.07,458,1
Pashchimsupane,Pashchimsupane,Individual house tap water Santosh Gaikwad,45079,34,2,0,0,0.6,7,98,36,20,0.11,12,3,36,0.08,154,1
Pashchimsupane,Pashchimsupane,Individual house tap water Jalindar Gaikwad,45079,34,2,0,0,0.6,7.1,344,84,44,0.33,23.53,2.83,124,0.07,458,1
Pashchimsupane,Pashchimsupane,", location : Location : SHIVAJI GAIKWAD [ Source type : Deep Tubewell ] [ schemeId : 6313760, scheme name : SHIVAJI GAIKWAD, Type : Handpump ]",45079,34,0,0,0,0.6,7.4,496,72,60,0.1,62,4,284,0.06,776,1
Pashchimsupane,Pashchimsupane,", location : Location : BHIKAJI MALA [ Source type : Deep Tubewell ] [ schemeId : 6313759, scheme name : BHIKAJI MALA, Type : Handpump ]",45196,26,0,0,0,0.5,7.3,160,34,33,0.001,0.12,0.9,211,0.06,211,1
Pashchimsupane,Pashchimsupane,", location : Location : BANIYAN TREE [ Source type : Deep Tubewell ] [ schemeId : 4424969, scheme name : CHAVAN MALA 3 - PASCHIKM SUPANE BWHP, Type : Handpump ]",45079,34,0,0,0,0.6,7,90,16,20,0.22,9,3,56,0.12,150,1
Pashchimsupane,Pashchimsupane,", location : Location : NEAR ROAD [ Source type : Deep Tubewell ] [ schemeId : 4429404, scheme name : PASHMIMPUPNE, Type : Handpump ]",45079,34,2,0,0,0.6,7.1,344,84,44,0.33,23.53,2.83,124,0.07,458,1
Pashchimsupane,Pashchimsupane,", location : Location : NEAR NIVRUNTI GAIAKWADA [ Source type : Deep Tubewell ] [ schemeId : 4429380, scheme name : PASHCHIMSUPNE, Type : Handpump ]",45141,26,0,0,0,0.2,7,135,20,16,0.14,0.27,0.38,60,0.04,214,1
Pashchimsupane,Pashchimsupane,"Source Type : Open Well, location : near gaothan",45195,26,0,0,0,0.4,7.4,380,39,33,0.001,0.12,2.6,211,0.06,256,1
Pawarwadi Nandgaon,Pawarwadi Nandgaon,"PrivateTube well / Bore well / Well, location : Dipak Yashawant Pawar",45099,32,2,0,0,0.5,7.5,1124,206,162,0.18,40.65,5.7,502,0.11,1758,1
Pawarwadi Nandgaon,Pawarwadi Nandgaon,"PrivateTube well / Bore well / Well, location : Sambhaji Bandu Khot",45099,32,2,0,0,0.5,7.5,1118,218,166,0.4,40.83,6.1,542,0.09,1744,1
Pawarwadi Nandgaon,Pawarwadi Nandgaon,"Source Type : Open Well, location : NEAR VASTI",45089,33,3,0,0,0.5,7.4,1124,240,166,0.11,40.6,4.5,498,0.1,1750,1
Pawarwadi Nandgaon,Pawarwadi Nandgaon,School name : z.p.school,45089,30,3,0,0,0.5,7.4,1122,238,164,0.12,40.2,4.45,496,0.1,1748,1
Perle,Perle,"PrivateTube well / Bore well / Well, location : gav vihir",45092,34,2,0,0,0.87,7.31,362,100,36,0.1,0.29,2.3,204,0.11,572,1
Perle,Perle,", location : Location : SATVAINAGAR [ Source type : Deep Tubewell ] [ schemeId : 6313776, scheme name : SATVAINAGAR, Type : Handpump ]",45092,34,2,0,0,1,7.2,88,20,16,0.1,23.58,1.5,16,0.1,137,1
Perle,Perle,", location : Location : LALAWADA2 [ Source type : Deep Tubewell ] [ schemeId : 6313772, scheme name : LALAWADA2, Type : Handpump ]",45092,34,2,0,0,1,7.2,110,32,24,0.1,1.8,3.23,32,0.1,172,1
Perle,Perle,"PrivateHand Pump, location : patil vasti",45092,34,2,0,0,0.2,7.2,153,40,36,0.14,1.6,3.23,64,0.09,239,1
Perle,Perle,", location : Location : CHAMBHAR VASTI [ Source type : Deep Tubewell ] [ schemeId : 4427594, scheme name : CHAMBHAR VASTI-PERLE BW/PP, Type : Handpump ]",45092,34,2,0,0,0.2,7.2,153,40,36,0.14,1.2,3.23,64,0.06,239,1
Perle,Perle,", location : Location : BIROBA MALA [ Source type : Deep Tubewell ] [ schemeId : 6313766, scheme name : BIROBA MALA, Type : Handpump ]",45092,34,2,0,0,0.2,7.1,596,72,140,0.18,5.59,0.9,152,0.08,791,1
